gbifID,institutionCode,collectionCode,occurrenceID,catalogNumber,recordNumber,recordedBy,fieldNumber,eventDate,year,month,day,eventRemarks,countryCode,stateProvince,locality,decimalLongitude,decimalLatitude,elevation,habitat,eventRemarks,references,basisOfRecord,taxonID,scientificNameID,family,genus,species,scientificName,taxonomicStatus,acceptedScientificName,datasetKey,mediaType,occurrenceRemarks,dynamicProperties,fieldNotes,reproductiveCondition,hasGeospatialIssues,hasCoordinate,coordinateUncertaintyInMeters,issue,image_url,acceptedScientificName_corr,Country_name,Binned_latitude
3800677890,UFOP,OUPR,BRA:UFOP:OUPR:26287,26287,79,"Tófoli, J.F.V.; Sousa, H.C. & Cardoso, R.C.",,2010-04-16T00:00:00,2010.0,4.0,16.0,,BR,Minas Gerais,Parque Estadual do Itacolomi,-43.504722,-20.4225,1380.0,,,,PRESERVED_SPECIMEN,,,Theaceae,Gordonia,Gordonia fruticosa,Laplacea fruticosa (Schrad.) Kobuski,SYNONYM,Gordonia fruticosa (Schrad.) H.Keng,3345dcbc-a43d-4307-9cd8-084cb293d6bb,,"Árvore, 8 m de altura. Floresta Estacional Montana",,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE,,Gordonia fruticosa (Schrad.) H.Keng,Brazil,"(-21, -11]"
3762891429,ASU,Plants,785b9fb5-a767-464f-be30-e0cd0fd12cd3,,,,,2009-02-16T00:00:00,2009.0,2.0,16.0,,CR,,"Selvatura, Monteverde",-84.79936,10.34155,1607.0,"Tropical Lower Montane Wet Forest, soil order: Andisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29221811,PRESERVED_SPECIMEN,328725,,Meliaceae,Guarea,Guarea glabra,Guarea microcarpa C.DC.,SYNONYM,Guarea glabra subsp. microcarpa (C.DC.) T.D.Penn.,e05fd4c2-4d77-4c50-880e-1b22096af300,StillImage,Tree,,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP11/CSP11367_lg.jpg,Guarea glabra subsp. microcarpa (C.DC.) T.D.Penn.,Costa Rica,"(9, 19]"
3762889567,ASU,Plants,0c1c45bd-fc67-4933-8974-666353fdae83,,,,,2010-01-10T00:00:00,2010.0,1.0,10.0,,CR,,Osa; B,-83.30777,8.40576,50.0,"Tropical Wet Forest, soil order: Ultisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29224534,PRESERVED_SPECIMEN,28460,,Bignoniaceae,Handroanthus,Handroanthus chrysanthus,Tabebuia chrysantha (Jacq.) Nicholson,SYNONYM,Handroanthus chrysanthus subsp. chrysanthus,e05fd4c2-4d77-4c50-880e-1b22096af300,StillImage,Tree,,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP16/CSP16304_lg.jpg,Handroanthus chrysanthus subsp. chrysanthus,Costa Rica,"(-1, 9]"
3762888426,ASU,Plants,68adcbc4-2263-4018-90c8-878d761b52d9,,,,,2009-02-13T00:00:00,2009.0,2.0,13.0,,CR,,"Santa Elena, Monteverde",-84.8184,10.31668,1415.0,"Tropical Lower Montane Wet Forest, soil order: Andisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29221727,PRESERVED_SPECIMEN,328725,,Meliaceae,Guarea,Guarea glabra,Guarea microcarpa C.DC.,SYNONYM,Guarea glabra subsp. microcarpa (C.DC.) T.D.Penn.,e05fd4c2-4d77-4c50-880e-1b22096af300,StillImage,Tree,,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP11/CSP11283_lg.jpg,Guarea glabra subsp. microcarpa (C.DC.) T.D.Penn.,Costa Rica,"(9, 19]"
3762881531,ASU,Plants,8656cfe7-88c9-43ad-ac0f-1f503472de78,,,,,2009-10-07T00:00:00,2009.0,10.0,7.0,,PE,,Tres Cruces 1; TC1,-71.60148,-13.1092,3093.0,"Tropical Montane Wet Forest, soil order: Inceptisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29223972,PRESERVED_SPECIMEN,367200,,Arecaceae,Geonoma,Geonoma undata,Geonoma weberbaueri Dammer ex Burret,SYNONYM,Geonoma undata subsp. undata,e05fd4c2-4d77-4c50-880e-1b22096af300,StillImage,Miles_3; Palm,,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP15/CSP15270_lg.jpg,Geonoma undata subsp. undata,Peru,"(-21, -11]"
3762881406,ASU,Plants,fda86599-f415-42bd-ae3a-f60c8d90fe50,,,,,2009-02-09T00:00:00,2009.0,2.0,9.0,,CR,,Monteverde Reserve,-84.29027,10.2994,1572.0,"Tropical Lower Montane Wet Forest, soil order: Andisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29221460,PRESERVED_SPECIMEN,214800,,Meliaceae,Guarea,Guarea tonduzii,Guarea tonduzii C.DC.,ACCEPTED,Guarea tonduzii C.DC.,e05fd4c2-4d77-4c50-880e-1b22096af300,StillImage,Tree,,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP11/CSP11016_lg.jpg,Guarea glabra Vahl,Costa Rica,"(9, 19]"
3762879671,ASU,Plants,5365f074-0d0c-420d-8403-5f0d2fe182c1,,,,Tree#_63,2010-08-17T00:00:00,2010.0,8.0,17.0,,EC,,Maquipucuna,-78.62804,-0.1175,1555.0,"Tropical Lower Montane Wet Forest, soil order: Inceptisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29226720,PRESERVED_SPECIMEN,,,Primulaceae,Geissanthus,Geissanthus ambigua,Stylogyne ambigua (C.Mart.) Mez,SYNONYM,Geissanthus ambigua (C.Mart.) G.Agostini,e05fd4c2-4d77-4c50-880e-1b22096af300,StillImage,Tree#_63; Tree,,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP21/CSP21140_lg.jpg,Geissanthus ambigua (C.Mart.) G.Agostini,Ecuador,"(-1, 9]"
3762877675,ASU,Plants,b5ec209a-0959-4914-8f5b-6de858f99268,,,,,2010-11-16T00:00:00,2010.0,11.0,16.0,,EC,,El Cedral,-78.56722,-0.12407,2385.0,"Tropical Montane Wet Forest, soil order: Inceptisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29226922,PRESERVED_SPECIMEN,,,Primulaceae,Geissanthus,Geissanthus ambigua,Stylogyne ambigua (C.Mart.) Mez,SYNONYM,Geissanthus ambigua (C.Mart.) G.Agostini,e05fd4c2-4d77-4c50-880e-1b22096af300,StillImage,Tree,,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP21/CSP21342_lg.jpg,Geissanthus ambigua (C.Mart.) G.Agostini,Ecuador,"(-1, 9]"
3762876673,ASU,Plants,4762337f-5a0c-4025-886e-0985299caa9f,,,,,2010-11-15T00:00:00,2010.0,11.0,15.0,,EC,,El Cedral,-78.56722,-0.12407,2385.0,"Tropical Montane Wet Forest, soil order: Inceptisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29226880,PRESERVED_SPECIMEN,367266,,Celastraceae,Haydenoxylon,Haydenoxylon gentryi,Gymnosporia gentryi Lundell,SYNONYM,Haydenoxylon gentryi (Lundell) M.P.Simmons,e05fd4c2-4d77-4c50-880e-1b22096af300,StillImage,Tree,,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP21/CSP21300_lg.jpg,Haydenoxylon gentryi (Lundell) M.P.Simmons,Ecuador,"(-1, 9]"
3762874666,ASU,Plants,2790bf42-8cba-4329-8a1c-9f3d3005688e,,,,Tree#_109,2010-08-18T00:00:00,2010.0,8.0,18.0,,EC,,Maquipucuna,-78.62804,-0.1175,1555.0,"Tropical Lower Montane Wet Forest, soil order: Inceptisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29226756,PRESERVED_SPECIMEN,,,Primulaceae,Geissanthus,Geissanthus ambigua,Stylogyne ambigua (C.Mart.) Mez,SYNONYM,Geissanthus ambigua (C.Mart.) G.Agostini,e05fd4c2-4d77-4c50-880e-1b22096af300,StillImage,Tree#_109; Tree,,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP21/CSP21176.jpg,Geissanthus ambigua (C.Mart.) G.Agostini,Ecuador,"(-1, 9]"
