gbifID,institutionCode,collectionCode,occurrenceID,catalogNumber,recordNumber,recordedBy,fieldNumber,eventDate,year,month,day,eventRemarks,countryCode,stateProvince,locality,decimalLongitude,decimalLatitude,elevation,habitat,eventRemarks,references,basisOfRecord,taxonID,scientificNameID,family,genus,species,scientificName,taxonomicStatus,acceptedScientificName,datasetKey,mediaType,occurrenceRemarks,dynamicProperties,fieldNotes,reproductiveCondition,hasGeospatialIssues,hasCoordinate,coordinateUncertaintyInMeters,issue,image_url,acceptedScientificName_corr,Country_name,Binned_latitude
3800672457,UFSM,SMDB,BRA:UFSM:SMDB:15353,15353,284,"Wolf, SM; Wolf, KM; Portalet, AA",,2013-01-12T00:00:00,2013.0,1.0,12.0,,BR,Rio Grande do Sul,Três Barras,-53.683333,-29.566667,,,,,PRESERVED_SPECIMEN,,,Euphorbiaceae,Sapium,Sapium glandulosum,Sapium glandulatum (Vell.) Pax,SYNONYM,Sapium glandulosum (L.) Morong,2deca60c-f147-417f-9af4-b52067589e99,,A árore apresentou galhas ao longo dos ramos. Habitava beira de rio. Trabalho de conclusão do curso de Eng. Florestal/UFSM de Sabrina Marques Wolf. Orientador: Luciano Denardi,,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;INSTITUTION_MATCH_NONE,,Sapium glandulosum (L.) Morong,Brazil,"(-31, -21]"
3762895364,ASU,Plants,e5e4ea99-07c5-4cb7-b6a8-28d92b0c5805,,,,,2008-12-11T00:00:00,2008.0,12.0,11.0,,PR,,El Yunque,-65.77087,18.3154,483.0,"Subtropical Premontane Wet Forest, soil order: Ultisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29220562,PRESERVED_SPECIMEN,96872,,Arecaceae,Prestoea,Prestoea acuminata,Prestoea montana (Graham) G.Nicholson,SYNONYM,Prestoea acuminata var. montana (Graham) A.J.Hend. & Galeano,e05fd4c2-4d77-4c50-880e-1b22096af300,StillImage,Palm,,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP09/CSP09087_lg.jpg,Prestoea acuminata (Willd.) H.E. Moore,Puerto Rico,"(9, 19]"
3711602882,UB,UB,BRA:UB:UB:202414,202414,8123,"Munhoz, CBR; Turma de Vegetação do Cerrado",,2014-04-12T00:00:00,2014.0,4.0,12.0,,BR,Goiás,,-50.627222,-16.991944,716.0,,,,PRESERVED_SPECIMEN,,,Euphorbiaceae,Sapium,Sapium glandulosum,Sapium marginatum Müll.Arg.,SYNONYM,Sapium glandulosum (L.) Morong,d82d5a18-0428-4e52-be16-f509153e8126,,"Arbusto, 1 metro, frutos novos.; Cerrado sensu stricto",,,,False,True,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,Sapium glandulosum (L.) Morong,Brazil,"(-21, -11]"
3711579783,UB,UB,BRA:UB:UB:160615,160615,631,"Santos, JR; et al.",,2006-12-01T00:00:00,2006.0,12.0,1.0,,BR,Distrito Federal,Parque Nacional de Brasília - local queimado entre os portões 6 e 7.,-47.560833,-15.374444,1215.0,,,,PRESERVED_SPECIMEN,,,Euphorbiaceae,Sapium,Sapium glandulosum,Sapium marginatum Müll.Arg.,SYNONYM,Sapium glandulosum (L.) Morong,d82d5a18-0428-4e52-be16-f509153e8126,,Arbusto. Fruto verde. Planta com látex.; Cerrado sensu stricto. Relevo plano. Latossolo.,,,,False,True,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,Sapium glandulosum (L.) Morong,Brazil,"(-21, -11]"
3711572408,UB,UB,BRA:UB:UB:133131,133131,21056R-12,"Gottsberger, IS",,1972-02-01T00:00:00,1972.0,2.0,1.0,,BR,São Paulo,18km north of Botucatu.,-48.416667,-22.75,,,,,PRESERVED_SPECIMEN,,,Euphorbiaceae,Sapium,Sapium glandulosum,Sapium marginatum Müll.Arg.,SYNONYM,Sapium glandulosum (L.) Morong,d82d5a18-0428-4e52-be16-f509153e8126,,Cerrado,,,,False,True,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,Sapium glandulosum (L.) Morong,Brazil,"(-31, -21]"
3711572407,UB,UB,BRA:UB:UB:133113,133113,9193,"Krieger, L",,1970-09-06T00:00:00,1970.0,9.0,6.0,,BR,Minas Gerais,,-44.065556,-20.670833,,,,,PRESERVED_SPECIMEN,,,Euphorbiaceae,Sapium,Sapium glandulosum,Sapium biglandulosum (L.) Müll.Arg.,SYNONYM,Sapium glandulosum (L.) Morong,d82d5a18-0428-4e52-be16-f509153e8126,,Flor verde amarealada.; Arbusto 2m.; Campo,,,,False,True,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,Sapium glandulosum (L.) Morong,Brazil,"(-21, -11]"
3711571422,UB,UB,BRA:UB:UB:133111,133111,209,"Estevan, DA",,2002-10-31T00:00:00,2002.0,10.0,31.0,,BR,Paraná,Sítio Pinheiro.,-50.242778,-24.245833,,,,,PRESERVED_SPECIMEN,,,Euphorbiaceae,Sapium,Sapium glandulosum,Sapium glandulatum (Vell.) Pax,SYNONYM,Sapium glandulosum (L.) Morong,d82d5a18-0428-4e52-be16-f509153e8126,,Árvore 4m.; Floresta ombrófila,,,,False,True,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,Sapium glandulosum (L.) Morong,Brazil,"(-31, -21]"
3711570411,UB,UB,BRA:UB:UB:133129,133129,210532-7,"Gottsberger, IS",,1973-01-05T00:00:00,1973.0,1.0,5.0,,BR,São Paulo,18km north of Botucatu.,-48.416667,-22.75,,,,,PRESERVED_SPECIMEN,,,Euphorbiaceae,Sapium,Sapium glandulosum,Sapium marginatum Müll.Arg.,SYNONYM,Sapium glandulosum (L.) Morong,d82d5a18-0428-4e52-be16-f509153e8126,,Cerrado,,,,False,True,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,Sapium glandulosum (L.) Morong,Brazil,"(-31, -21]"
3711570410,UB,UB,BRA:UB:UB:133110,133110,563,"Barbosa, E",,2000-11-09T00:00:00,2000.0,11.0,9.0,,BR,Paraná,Usina Chaminé.,-48.574722,-25.882778,,,,,PRESERVED_SPECIMEN,,,Euphorbiaceae,Sapium,Sapium glandulosum,Sapium glandulatum (Vell.) Pax,SYNONYM,Sapium glandulosum (L.) Morong,d82d5a18-0428-4e52-be16-f509153e8126,,Flor creme.; Árvore 5m.; Floresta atlântica,,,,False,True,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,Sapium glandulosum (L.) Morong,Brazil,"(-31, -21]"
3711569426,UB,UB,BRA:UB:UB:133130,133130,210525A,"Gottsberger, IS",,1971-11-19T00:00:00,1971.0,11.0,19.0,,BR,São Paulo,18km north of Botucatu.,-48.416667,-22.75,,,,,PRESERVED_SPECIMEN,,,Euphorbiaceae,Sapium,Sapium glandulosum,Sapium marginatum Müll.Arg.,SYNONYM,Sapium glandulosum (L.) Morong,d82d5a18-0428-4e52-be16-f509153e8126,,Cerrado,,,,False,True,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,Sapium glandulosum (L.) Morong,Brazil,"(-31, -21]"
3711569425,UB,UB,BRA:UB:UB:133112,133112,64507,"Hatschbach, G",,1996-02-24T00:00:00,1996.0,2.0,24.0,,BR,Paraná,Rondinha.,-51.659722,-25.695555,,,,,PRESERVED_SPECIMEN,,,Euphorbiaceae,Sapium,Sapium glandulosum,Sapium glandulatum (Vell.) Pax,SYNONYM,Sapium glandulosum (L.) Morong,d82d5a18-0428-4e52-be16-f509153e8126,,Árvore 5m.; Mata degradada,,,,False,True,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,Sapium glandulosum (L.) Morong,Brazil,"(-31, -21]"
