gbifID,institutionCode,collectionCode,occurrenceID,catalogNumber,recordNumber,recordedBy,fieldNumber,eventDate,year,month,day,eventRemarks,countryCode,stateProvince,locality,decimalLongitude,decimalLatitude,elevation,habitat,eventRemarks,references,basisOfRecord,taxonID,scientificNameID,family,genus,species,scientificName,taxonomicStatus,acceptedScientificName,datasetKey,mediaType,occurrenceRemarks,dynamicProperties,fieldNotes,reproductiveCondition,hasGeospatialIssues,hasCoordinate,coordinateUncertaintyInMeters,issue,image_url,acceptedScientificName_corr,Country_name,Binned_latitude
3800680453,Universidade Regional de Blumenau,FURB,BRA:FURB:FURB:71874,71874,7889,A. Kassner-Filho,,2021-09-26T00:00:00,2021.0,9.0,26.0,,BR,Santa Catarina,Parque Natural Municipal Morro dos Stinghen.,-49.104444,-26.521389,250.0,,,,PRESERVED_SPECIMEN,,,Melastomataceae,Miconia,Miconia discolor,Miconia discolor DC.,ACCEPTED,Miconia discolor DC.,b9a43c60-d2b6-445c-9362-2db65465c963,,fruto imaturo,,,,False,True,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,Miconia punctata (Desr.) D. Don ex DC.,Brazil,"(-33, -23]"
3762896765,ASU,Plants,d970392c-03a3-40b4-b1cd-6d85a793d91f,,,,TU-08_1800-793; AsatAmaxRd - Yadvinder,2011-08-24T00:00:00,2011.0,8.0,24.0,,PE,,Mirador; TRU-08,-71.55591,-13.07042,1832.0,"Tropical Lower Montane Rain Forest, soil order: Inceptisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29228653,PRESERVED_SPECIMEN,48123,,Myrtaceae,Myrcia,Myrcia mollis,Myrcia mollis (Kunth) DC.,ACCEPTED,Myrcia mollis (Kunth) DC.,e05fd4c2-4d77-4c50-880e-1b22096af300,StillImage,TU-08_1800-793; AsatAmaxRd - Yadvinder; Tree,,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP25/CSP25286_lg.jpg,Myrcia splendens (Sw.) DC.,Peru,"(-23, -13]"
3762879527,ASU,Plants,89ad1ab4-c59a-4d72-95b6-c9edc489d7ec,,,,,2009-10-03T00:00:00,2009.0,10.0,3.0,,PE,,San Pedro 2; SP2,-71.54083,-13.04718,1618.0,"Tropical Lower Montane Rain Forest, soil order: Inceptisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29223831,PRESERVED_SPECIMEN,48123,,Myrtaceae,Myrcia,Myrcia mollis,Myrcia mollis (Kunth) DC.,ACCEPTED,Myrcia mollis (Kunth) DC.,e05fd4c2-4d77-4c50-880e-1b22096af300,StillImage,Tree,,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP15/CSP15105_lg.jpg,Myrcia splendens (Sw.) DC.,Peru,"(-23, -13]"
3762877762,ASU,Plants,1e6c5c77-504e-454a-bece-cdc3787e516c,,,,SP_1750-291; AsatAmaxRd - Yadvinder,2011-08-27T00:00:00,2011.0,8.0,27.0,,PE,,San Pedro; SPD-01,-71.54236,-13.04735,1713.0,"Tropical Lower Montane Rain Forest, soil order: Inceptisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29228696,PRESERVED_SPECIMEN,48123,,Myrtaceae,Myrcia,Myrcia mollis,Myrcia mollis (Kunth) DC.,ACCEPTED,Myrcia mollis (Kunth) DC.,e05fd4c2-4d77-4c50-880e-1b22096af300,StillImage,SP_1750-291; AsatAmaxRd - Yadvinder; Tree,,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP25/CSP25329_lg.jpg,Myrcia splendens (Sw.) DC.,Peru,"(-23, -13]"
3761261597,UFU,HUFU,BRA:UFU:HUFU:81225,81225,106,"Silva, J.S.; G.H.P.M. & Solórzano, A.",,2007-10-05T00:00:00,2007.0,10.0,5.0,,BR,Distrito Federal,ARIE do Cerradão,-47.816667,-15.85,,,,,PRESERVED_SPECIMEN,,,Myrtaceae,Myrcia,Myrcia splendens,Myrcia rostrata DC.,SYNONYM,Myrcia splendens (Sw.) DC.,09010edb-5e55-4dc0-8a97-a26a3bb89e85,,"árvore, flor branca, botões florais cobertos por pilosidade ferrugínea; cerradão. solo distrófico",,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;DIFFERENT_OWNER_INSTITUTION,,Myrcia splendens (Sw.) DC.,Brazil,"(-23, -13]"
3758936561,UNEMAT,NX-FANEROGAMAS,BRA:UNEMAT:NX-FANEROGAMAS:2260,2260,BS123,,,1997-06-29T00:00:00,1997.0,6.0,29.0,,BR,Mato Grosso,"Margem BR-158, Cascalheira- São Felix, entrada da Macaca.",-51.783333,-12.833333,350.0,,,,PRESERVED_SPECIMEN,,,Myrtaceae,Myrcia,Myrcia splendens,Myrcia sellowiana Berg,SYNONYM,Myrcia splendens (Sw.) DC.,db751f00-3b60-41b6-a929-ae8dac633d9c,,Comum. Relevo plano.[HABITAT=Cerradão],,,,False,True,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE,,Myrcia splendens (Sw.) DC.,Brazil,"(-13, -3]"
3758936533,UNEMAT,NX-FANEROGAMAS,BRA:UNEMAT:NX-FANEROGAMAS:2250,2250,R7831,"Ratter J.A., Bridgewater S.; Fonseca Filho J.; Lima E.S.",,1997-08-30T00:00:00,1997.0,8.0,30.0,,BR,Mato Grosso,49 km from Canarana on the road to Paranatinga.,-52.65,-13.533333,,,,,PRESERVED_SPECIMEN,,,Myrtaceae,Myrcia,Myrcia regnelliana,Myrcia regnelliana Berg,ACCEPTED,Myrcia regnelliana Berg,db751f00-3b60-41b6-a929-ae8dac633d9c,,[HABITAT=Cerrado sensu stricto],,,,False,True,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE,,Myrcia splendens (Sw.) DC.,Brazil,"(-23, -13]"
3758936529,UNEMAT,NX-FANEROGAMAS,BRA:UNEMAT:NX-FANEROGAMAS:2256,2256,R8251,"Ratter J.A., Bridgewater S.; Fonseca Filho J.; Dias T.",,1999-08-19T00:00:00,1999.0,8.0,19.0,,BR,Rondônia,"Fazenda Cachoeira, 144 kmn de Pimenta Bueno na estrada para Vilhena (BR 364).",-60.416667,-12.516667,,,,,PRESERVED_SPECIMEN,,,Myrtaceae,Myrcia,Myrcia splendens,Myrcia sellowiana Berg,SYNONYM,Myrcia splendens (Sw.) DC.,db751f00-3b60-41b6-a929-ae8dac633d9c,,With deeply vertically fissured grey bark.[HABITAT=Cerradão],,,,False,True,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE,,Myrcia splendens (Sw.) DC.,Brazil,"(-13, -3]"
3758936523,UNEMAT,NX-FANEROGAMAS,BRA:UNEMAT:NX-FANEROGAMAS:2254,2254,BS589,"Lima H.S., Neto J.P.; Marimon B.S.",,2000-07-09T00:00:00,2000.0,7.0,9.0,,BR,Mato Grosso,Fazenda Tracajá,-51.073833,-13.064056,232.0,,,,PRESERVED_SPECIMEN,,,Myrtaceae,Myrcia,Myrcia splendens,Myrcia sellowiana Berg,SYNONYM,Myrcia splendens (Sw.) DC.,db751f00-3b60-41b6-a929-ae8dac633d9c,,Casca externa com pequenas placas. Casca interna vermelho-sangue. Botões florais. Comum.[HABITAT=Cerrado s.s.],,,,False,True,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE,,Myrcia splendens (Sw.) DC.,Brazil,"(-23, -13]"
3758936522,UNEMAT,NX-FANEROGAMAS,BRA:UNEMAT:NX-FANEROGAMAS:2259,2259,R8260,"Ratter J.A., Bridgewater S.; Fonseca Filho J.; Dias T.",,1999-08-20T00:00:00,1999.0,8.0,20.0,,BR,Rondônia,"10 km from Vilhena on the road to Juina, MT.",-60.116667,-12.683333,,,,,PRESERVED_SPECIMEN,,,Myrtaceae,Myrcia,Myrcia splendens,Myrcia sellowiana Berg,SYNONYM,Myrcia splendens (Sw.) DC.,db751f00-3b60-41b6-a929-ae8dac633d9c,,With fawnish grey bark characteristically fissured and furrowed below in a rather regular pattern. Petals and stamens white.[HABITAT=Cerradão],,,,False,True,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE,,Myrcia splendens (Sw.) DC.,Brazil,"(-13, -3]"
